Price,Address,Beds,Baths,Footage,Type
645000,16,4,3,145,1
950000,8,5,7,254,4
2500000,6,5,4,306,6
325000,15,4,2,122,4
495000,9,3,2,88,4
365000,18,2,2,75,2
495000,15,3,1,82,1
410000,24,3,3,102,4
425000,14,3,1,78,4
315000,7,2,2,71,4
925000,4,4,2,154,1
429950,12,3,1,104,4
375000,8,2,1,48,4
475000,1,3,2,103,2
695000,7,3,2,84,5
280000,12,2,1,55,2
650000,13,2,2,109,4
290000,7,2,2,80,2
420000,3,3,1,110,4
575000,18,3,3,168,1
325000,3,2,1,60,2
625000,9,3,2,104,5
375000,9,2,2,93,4
395000,9,3,1,99,1
339950,18,2,2,94,2
745000,18,4,1,154,1
345000,9,2,2,75,4
1975000,6,4,4,234,5
435000,4,2,1,58,5
545000,18,3,1,98,1
240000,10,3,1,72,4
255000,1,1,1,50,2
1150000,6,4,3,163,6
495000,3,2,1,105,4
548000,16,4,2,118,1
319950,24,2,1,62,1
695000,18,3,3,108,6
439500,24,4,3,155,6
485000,14,3,1,96,1
695000,4,2,1,112,4
560000,18,2,3,118,2
410000,15,4,4,130,5
820000,15,4,4,167,6
1575000,4,3,3,178,4
245000,15,2,1,74,2
595000,7,6,2,135,4
250000,13,1,1,52,2
285000,15,3,2,102,5
925000,4,5,2,170,1
405000,3,2,2,68,2
370000,2,2,1,60,2
1150000,13,5,3,196,6
360000,8,2,2,66,2
325000,3,2,1,59,2
635000,4,2,2,101,5
3750000,4,5,4,404,4
275000,3,2,1,49,4
395000,16,2,1,66,2
625000,4,2,2,68,5
995000,14,5,2,160,1
370000,12,3,1,84,4
695000,7,3,2,123,4
4250000,6,5,5,520,6
1500000,13,5,3,341,6
360000,3,3,1,101,5
825000,8,5,5,164,5
225000,15,2,1,70,4
595000,16,3,2,91,3
575000,16,3,3,111,6
1250000,8,3,2,130,4
925000,7,4,2,155,1
1600000,6,4,3,259,1
325000,8,2,1,70,4
280000,8,2,1,53,4
300000,7,2,2,75,1
299950,7,2,2,84,2
405000,8,4,2,99,4
280000,13,1,1,43,2
425000,18,3,2,90,2
290000,15,3,1,92,1
495000,4,2,1,55,2
545000,16,4,3,111,1
320000,8,2,2,84,2
365000,6,2,1,46,2
995000,4,3,3,134,4
539000,14,4,2,123,1
1750000,4,4,3,212,2
1400000,6,4,4,297,1
330000,4,1,1,60,2
499000,4,2,2,87,2
2950000,14,6,4,437,1
350000,18,2,2,71,2
550000,22,4,3,144,6
525000,15,3,3,103,1
370000,22,3,2,108,4
2250000,6,5,5,334,5
1200000,15,7,3,259,6
1350000,6,5,3,247,1
2300000,6,4,2,312,1
1100000,6,4,2,145,1
365000,24,3,3,111,1
345000,8,1,1,80,1
220000,15,2,1,59,2
400000,3,2,1,75,4
460000,4,2,1,62,2
240000,1,1,1,70,2
725000,2,2,2,94,2
350000,7,3,2,88,1
895000,18,4,2,172,6
380000,4,1,1,48,4
395000,9,4,1,118,4
500000,4,4,2,91,4
450000,2,2,2,68,2
475000,12,4,3,145,4
800000,18,7,3,305,6
265000,8,2,1,60,2
415000,4,2,1,54,4
549000,13,5,4,177,1
350000,24,3,1,95,1
495000,4,2,2,72,2
395000,4,1,1,51,2
350000,9,3,1,88,1
230000,1,2,1,52,4
399950,8,2,2,75,4
265000,24,3,1,108,5
299950,22,4,3,116,5
850000,9,4,2,137,1
250000,9,2,2,74,2
385000,15,2,2,91,2
500000,4,2,2,75,2
255000,13,2,2,75,2
400000,12,3,2,106,5
384950,18,2,2,84,2
275000,5,2,2,71,4
230000,3,1,1,34,2
395000,4,2,1,51,2
630000,4,3,1,76,2
1050000,6,3,2,136,4
360000,3,2,2,80,2
525000,15,4,3,107,1
825000,2,2,2,78,2
2500000,4,5,5,282,6
395000,14,2,1,67,4
825000,18,4,1,85,4
295000,3,2,1,55,2
400000,9,3,2,91,4
247000,12,2,2,85,2
295000,18,2,2,70,2
219950,24,1,1,48,2
975000,4,2,3,115,2
395000,8,2,1,57,4
215000,3,1,1,34,2
1050000,3,3,2,194,1
325000,8,2,1,59,2
395000,15,3,3,97,5
285000,10,3,1,127,4
420000,3,3,2,89,5
4500000,4,4,4,394,5
660000,14,3,2,120,1
395000,25,2,1,60,6
525000,9,3,2,112,4
480000,6,3,1,101,1
1350000,4,3,3,172,5
395000,18,3,3,121,2
315000,1,2,2,60,2
795000,14,3,2,118,2
1200000,9,8,7,285,4
250000,11,3,2,88,1
165000,24,1,1,40,2
395000,11,3,4,96,4
295000,3,3,1,86,4
299950,12,3,1,79,4
635000,6,2,2,78,2
239950,22,2,1,72,4
230000,7,1,1,36,2
285000,3,2,1,73,4
210000,24,2,1,72,2
595000,5,3,1,108,1
650000,9,4,2,109,1
625000,4,3,2,99,2
340000,18,2,2,76,2
985000,18,3,3,154,2
375000,4,1,1,61,2
270000,12,2,1,70,4
350000,8,1,1,42,6
475000,4,3,2,77,2
359500,4,1,1,54,2
1300000,16,4,5,328,6
250000,9,2,2,62,2
345000,7,2,1,43,4
750000,4,3,1,114,1
295000,3,2,1,60,4
650000,14,6,3,137,6
400000,7,2,2,88,4
599000,18,4,2,110,6
325000,12,2,1,61,4
2650000,6,6,5,294,4
495000,4,3,1,75,4
1350000,14,4,4,232,6
259000,11,3,1,83,4
450000,6,2,1,73,4
1295000,6,5,6,229,4
475000,7,3,2,100,4
215000,8,1,1,42,2
475000,5,3,2,94,1
385000,12,3,1,89,4
235000,24,2,2,69,2
295000,1,2,1,80,2
350000,1,3,1,114,4
1295000,18,5,3,262,6
325000,9,2,1,50,4
795000,6,3,2,105,4
1400000,4,3,2,151,4
1650000,4,4,4,160,4
395000,8,4,3,130,4
250000,3,3,1,63,4
395000,7,3,3,90,5
675000,13,3,1,131,4
740000,14,3,2,135,1
1595000,4,4,2,234,4
325000,1,2,1,51,2
1200000,5,4,4,162,6
3750000,2,6,4,510,2
275000,5,3,1,97,4
595000,18,3,1,96,4
325000,5,2,1,83,5
315000,5,3,1,80,4
595000,4,2,2,74,6
375000,4,2,1,40,4
395000,4,3,1,80,2
2500000,13,5,3,260,6
425000,11,3,2,90,6
1950000,18,4,3,261,6
1600000,18,4,3,210,6
825000,18,5,3,180,1
595000,9,3,2,111,1
390000,8,2,2,82,2
350000,9,3,2,84,4
445000,16,3,1,70,4
260000,7,1,1,65,2
220000,13,1,1,50,2
895000,16,5,3,213,6
280000,8,2,1,69,2
295000,3,2,1,72,4
425000,6,2,2,78,2
375000,15,2,2,79,2
1950000,18,5,5,317,6
220000,22,3,1,75,4
480000,6,2,2,90,2
775000,6,3,1,108,1
285000,25,2,1,56,2
239950,22,3,1,83,1
630000,18,3,1,84,3
545000,16,4,4,123,1
485000,6,2,2,92,2
635000,16,3,3,125,6
349950,8,2,2,63,3
395000,14,4,1,95,4
575000,7,4,1,130,1
1325000,6,5,1,284,4
485000,4,1,1,52,4
350000,4,1,1,40,2
235000,4,1,1,34,2
240000,4,1,1,31,2
320000,8,2,2,66,5
695000,14,3,1,68,6
695000,18,4,3,161,6
750000,6,4,1,83,1
215000,24,2,1,57,2
395000,9,3,2,107,4
290000,11,2,3,90,4
645000,14,3,1,164,1
385000,3,2,2,83,2
269950,7,2,1,65,4
375000,4,2,2,65,2
545000,11,3,2,134,1
240000,3,1,1,60,2
1500000,13,4,2,195,6
399950,9,3,2,130,1
1100000,14,5,5,204,6
510000,4,2,2,89,2
1300000,5,5,4,251,6
275000,24,2,1,95,5
480000,13,3,1,91,5
450000,8,3,2,161,5
595000,16,3,2,113,1
380000,18,3,2,94,2
345000,3,3,2,82,4
269950,7,2,1,65,4
650000,6,3,2,110,2
565000,7,3,3,98,2
295000,18,2,1,60,2
700000,18,4,2,150,6
345000,8,2,1,64,4
385000,13,2,1,71,4
239000,10,2,2,79,5
550000,5,3,1,107,1
525000,8,3,2,125,4
1350000,3,5,2,232,5
2000000,18,5,4,389,6
460000,4,2,2,77,2
370000,2,1,1,50,2
2200000,6,5,3,304,4
249950,8,2,1,48,2
475000,18,3,1,84,1
550000,4,2,2,103,2
3150000,6,4,4,285,1
3700000,4,5,3,500,1
900000,9,3,1,65,2
650000,9,4,1,136,4
245000,13,2,2,64,2
1800000,4,4,1,194,1
350000,9,2,2,85,4
414950,13,3,2,116,6
314950,18,2,2,83,2
435000,13,3,1,83,4
1300000,4,4,4,199,4
265000,15,2,2,56,2
695000,8,2,2,98,4
325000,24,3,2,105,5
375000,15,3,3,97,1
350000,8,2,1,167,5
495000,3,3,2,70,1
350000,9,4,2,126,2
845000,4,4,2,148,1
385000,1,2,1,84,2
950000,3,4,1,147,6
595000,18,4,2,110,1
560000,7,4,2,153,1
380000,16,2,2,70,2
2750000,18,5,3,380,6
415000,2,3,1,74,6
1250000,16,6,4,233,6
359950,15,3,2,104,1
325000,8,2,1,62,5
700000,5,4,3,136,6
375000,15,3,3,99,1
795000,4,3,2,97,2
495000,24,5,3,202,1
485000,15,3,3,145,1
398000,6,3,1,91,4
650000,16,4,2,127,5
299000,7,2,1,60,2
250000,1,2,1,50,5
330000,12,3,1,80,5
850000,4,3,2,99,4
400000,12,3,2,104,1
1575000,18,3,3,241,2
695000,2,3,2,205,4
650000,18,3,3,109,1
625000,4,2,2,68,2
375000,2,2,1,47,2
315000,12,2,2,90,4
2000000,4,4,2,254,4
495000,5,3,2,124,5
325000,7,2,1,56,4
2250000,6,5,3,269,1
1395000,13,5,2,274,1
379950,17,4,3,140,1
525000,14,3,2,102,4
300000,18,2,2,71,2
350000,15,4,2,90,6
375000,6,2,1,57,2
950000,6,4,4,159,6
895000,8,4,4,193,4
500000,7,4,3,114,4
219950,22,3,1,90,1
475000,11,3,1,132,1
695000,4,3,2,106,4
295000,1,2,1,49,2
550000,6,2,2,82,1
835000,4,3,1,108,5
995000,1,8,8,211,2
2350000,4,5,3,381,6
370000,12,3,2,110,4
450000,8,4,1,92,4
395000,15,3,3,97,5
398000,14,2,1,78,5
525000,18,3,1,96,1
1450000,3,6,4,245,1
695000,4,3,2,79,5
675000,14,3,1,115,1
370000,6,2,1,56,2
550000,2,2,2,74,2
750000,9,4,2,111,4
399000,2,2,2,57,2
475000,6,3,2,70,4
209950,24,2,1,59,2
300000,8,2,1,52,2
325000,7,2,1,55,4
515000,16,3,2,91,2
2250000,2,4,3,310,1
575000,9,2,1,94,5
725000,5,3,2,153,3
675000,12,3,1,91,3
595000,4,4,2,113,5
295000,8,3,2,107,5
290000,4,2,1,56,2
275000,15,2,1,69,4
925000,3,3,3,140,1
1650000,2,2,4,210,2
725000,5,3,2,153,3
585000,4,2,1,85,5
230000,1,1,1,39,2
850000,3,6,2,96,6
340000,18,2,1,71,2
850000,18,2,2,142,2
295000,7,2,1,41,4
339950,12,3,1,75,4
349950,24,3,1,74,3
450000,8,3,1,85,4
400000,15,3,1,72,3
495000,8,3,2,90,6
550000,25,4,1,144,1
280000,15,4,2,116,1
435000,4,2,1,50,2
299000,14,3,1,75,4
185000,15,1,1,42,2
275000,10,3,1,72,4
235000,9,2,2,64,2
340000,5,2,2,75,2
395000,8,2,2,80,4
275000,1,2,1,65,4
495000,14,4,2,137,4
795000,6,3,2,142,4
350000,18,2,1,69,2
260000,11,2,1,65,4
320000,1,2,1,52,2
595000,13,4,1,117,1
375000,12,3,1,83,3
295000,18,2,2,67,2
210000,24,2,1,71,2
695000,9,3,4,140,4
500000,16,3,2,84,1
1150000,4,3,3,152,2
285000,3,2,1,65,5
360000,16,2,2,82,2
360000,14,4,1,79,4
450000,8,2,1,107,5
242750,1,1,1,38,2
300000,7,2,2,70,4
255000,3,3,1,65,4
529000,16,4,3,115,1
325000,14,2,2,53,2
2500000,18,5,3,319,6
420000,15,3,1,90,1
395000,4,2,1,53,2
490000,5,4,3,111,6
245000,7,1,1,45,2
350000,1,2,2,70,2
270000,9,2,2,74,2
295000,7,2,1,56,4
350000,24,3,1,105,5
350000,8,3,1,80,4
399000,18,2,2,96,2
235000,7,1,1,33,2
575000,16,2,2,101,2
400000,7,3,2,63,1
480000,14,2,2,80,2
800000,15,5,2,197,1
795000,18,2,2,134,2
339000,9,2,1,60,2
450000,11,3,1,102,1
475000,13,2,1,86,2
295000,24,3,2,131,4
1450000,4,5,2,192,1
299950,8,3,1,55,4
370000,1,2,2,90,2
525000,8,4,2,92,5
295000,15,3,2,89,2
299000,8,1,1,39,4
550000,14,4,2,120,4
1850000,12,14,6,518,4
3750000,18,3,2,265,6
2450000,18,6,4,407,6
4800000,18,7,6,520,6
259000,8,2,1,53,2
995000,4,4,2,118,6
300000,24,3,1,90,4
230000,7,1,1,43,2
265000,17,3,1,82,5
239950,24,2,2,76,2
595000,9,4,4,150,5
1500000,4,2,3,150,6
495000,15,3,3,107,1
365000,8,2,2,73,2
570000,4,3,2,96,4
350000,8,2,2,79,2
350000,12,3,1,110,1
550000,18,3,1,56,1
265000,12,2,1,58,4
340000,4,2,1,59,2
440000,7,3,1,92,4
399950,17,4,3,118,6
395000,11,3,1,102,1
265000,12,2,1,56,4
350000,8,3,1,76,2
375000,18,2,2,78,2
275000,9,2,2,67,2
580000,9,4,2,140,1
1175000,6,4,3,153,4
995000,14,5,4,195,6
365000,7,2,1,65,4
575000,3,3,3,103,4
390000,1,2,1,86,2
345000,8,2,2,65,2
800000,6,3,2,178,4
325000,12,2,1,79,5
340000,24,3,1,93,1
450000,1,2,2,69,2
380000,9,3,1,84,1
250000,4,1,1,39,2
260000,8,1,1,38,2
240000,15,2,2,69,2
274950,15,2,1,70,2
975000,18,3,3,147,3
345000,3,2,1,52,2
465000,3,3,2,94,5
1250000,13,4,2,238,6
695000,4,3,1,94,4
420000,3,3,1,77,4
210000,24,3,1,84,1
595000,4,2,1,70,4
620000,18,4,3,120,1
345000,2,2,1,56,2
525000,7,3,2,123,4
350000,12,2,1,83,4
275000,10,3,2,104,5
310000,12,2,1,84,5
210000,1,2,1,84,5
325000,1,2,2,91,2
5000000,13,7,5,550,6
645000,14,4,3,145,4
525000,15,3,2,87,1
750000,3,10,10,163,4
250000,15,2,2,61,2
276000,13,2,2,74,2
299950,15,3,2,120,2
1500000,4,4,2,201,1
450000,13,3,2,85,4
300000,8,2,1,52,2
675000,4,3,2,100,2
269000,22,3,2,76,4
325000,16,2,2,67,2
255000,16,2,2,73,2
320000,8,1,1,48,2
495000,13,3,1,86,1
1995000,18,5,4,208,6
1595000,4,4,4,218,4
575000,6,2,1,76,4
295000,6,1,1,62,1
235000,1,1,1,41,2
370000,13,3,1,76,4
385000,2,2,2,78,2
385000,3,2,2,69,4
345000,1,2,1,60,2
300000,12,3,1,80,4
575000,15,3,3,109,6
795000,14,4,2,145,1
1500000,4,3,4,197,2
395000,1,3,2,141,5
399000,14,2,1,58,4
295000,12,2,1,58,4
3500000,4,4,4,372,4
875000,4,3,2,145,4
595000,4,4,2,98,6
300000,15,2,2,77,2
340000,12,3,2,90,1
950000,6,7,3,278,4
290000,1,2,1,62,2
345000,8,2,2,78,2
600000,7,3,2,106,1
330000,12,2,1,61,5
625000,15,4,3,167,1
295000,7,2,1,58,2
790000,8,3,3,165,4
1150000,14,5,4,227,6
250000,7,1,1,35,2
1975000,2,5,5,302,4
695000,20,3,2,1500,6
495000,4,3,1,92,2
475000,16,3,3,96,1
275000,11,3,3,100,1
375000,4,2,1,76,2
645000,4,2,2,102,2
265000,1,1,1,44,2
395000,3,3,1,96,4
1075000,4,4,3,184,6
375000,7,2,1,72,4
1750000,4,3,4,167,4
4850000,4,7,4,530,6
290000,12,2,1,56,5
350000,1,2,2,65,2
235000,13,2,2,59,2
350000,8,2,1,52,4
1600000,18,3,2,140,6
249950,12,2,1,55,2
6800000,6,6,6,696,6
845000,25,5,2,155,4
355000,8,2,2,72,2
399950,11,3,1,1104,1
300000,17,3,1,70,4
305000,18,2,2,71,2
350000,8,2,2,54,3
795000,4,3,3,93,4
280000,15,3,2,90,1
2000000,3,12,6,502,5
2500000,4,5,5,352,4
480000,15,4,2,185,6
375000,9,3,2,101,1
335000,1,2,1,67,2
950000,4,3,3,117,2
634950,16,3,2,150,2
2750000,4,3,4,234,5
400000,8,1,1,107,4
308000,12,2,3,72,4
310000,3,2,2,68,4
835000,3,2,2,187,2
550000,8,2,1,75,4
160000,15,1,1,42,2
410000,12,3,2,94,4
265000,8,2,1,48,2
334950,6,2,1,40,4
900000,4,3,3,123,4
299000,3,2,1,60,4
2200000,4,5,5,285,6
285000,2,1,1,53,2
1200000,3,4,3,227,4
375000,14,3,2,85,1
180000,9,1,1,38,2
240000,24,2,1,83,2
900000,13,2,2,95,2
800000,9,5,7,226,5
1395000,6,4,3,205,4
375500,15,2,2,93,2
450000,14,2,2,74,2
349000,12,3,2,93,3
225000,10,2,1,6,4
495000,4,2,1,44,3
