Price,Address,Beds,Baths,Footage,Type
"€800,000","3 Barnhill Park, Saval Park Road, Dalkey, Co. Dublin",3 Bed,2 Bath,124 m²,Bungalow
"€285,000","197 Castleforbes Square, Block D, North Dock, Dublin 1",1 Bed,1 Bath,46 m²,Apartment
"€295,000","182 Kildare Road, Crumlin, Crumlin, Dublin 12",2 Bed,2 Bath,74 m²,Terrace
"€230,000","Apartment 22, Cassian Court South, Ashtown, Dublin 15",1 Bed,1 Bath,47 m²,Apartment
"€335,000","30 BLOCK B2, Bow Bridge Place, Dublin 8",2 Bed,2 Bath,89 m²,Apartment
"€250,000","Apartment 107, Block A, Blackhall Square, Stoneybatter, Dublin 7",1 Bed,1 Bath,46 m²,Apartment
"€225,000","217 Cooley Road, Drimnagh, Dublin 12",2 Bed,1 Bath,N/A,End of Terrace
"€375,000","19 Pineview Rise, Aylesbury, Dublin 24",3 Bed,3 Bath,97 m²,Semi-D
"€475,000","36 Saint Ignatius Road, Phibsborough, Dublin 7",2 Bed,1 Bath,83 m²,Terrace
"€650,000","91 Wainsfort Road, Terenure, Dublin 6",3 Bed,1 Bath,115 m²,Semi-D
"€450,000","10 Whitehall Park, Terenure, Dublin 6",3 Bed,2 Bath,91 m²,Semi-D
"€255,000","12 Main Street, Ongar Village, Ongar, Dublin 15",3 Bed,2 Bath,N/A,Duplex
"€275,000","51 Kilbarron Park, Kilmore, Kilmore, Dublin 5",4 Bed,3 Bath,103 m²,End of Terrace
"€430,000","39 Beverton Rise, Donabate, Co. Dublin",3 Bed,3 Bath,116 m²,End of Terrace
"€295,000","Apartment 60, Windmill Terrace, Clonsilla, Dublin 15",2 Bed,2 Bath,N/A,Apartment
"€385,000","75 Forestwood Avenue, Santry, Santry, Dublin 9",3 Bed,2 Bath,88 m²,Terrace
"€395,000","133 Oliver Plunkett Avenue, Stella Gardens, Ringsend, Dublin 4",2 Bed,1 Bath,57 m²,Terrace
"€525,000","1A Lomond Avenue, Fairview, Fairview, Dublin 3",3 Bed,2 Bath,114 m²,Detached
"€424,950","Apartment 73, Shanagarry, Milltown, Dublin 6",2 Bed,1 Bath,N/A,Apartment
"€220,000","56 Holywell Manor, Swords, Co. Dublin",2 Bed,2 Bath,58 m²,Apartment
"€895,000","50 Cabra Road, Phibsborough, Dublin 7",5 Bed,2 Bath,263 m²,Detached
"€235,000","8 Parson's Court, Newcastle, Co. Dublin",2 Bed,1 Bath,76 m²,Apartment
"€375,000","113A Seapark Drive, Clontarf, Clontarf, Dublin 3",1 Bed,1 Bath,38 m²,Detached
"€239,000","20 Ballentree Grove, Tyrellstown, Tyrrelstown, Dublin 15",2 Bed,2 Bath,80 m²,Terrace
"€265,000","22 Ballentree Grove, Tyrellstown, Tyrrelstown, Dublin 15",3 Bed,2 Bath,85 m²,End of Terrace
"€225,000","Apartment 24, Discovery, Ashtown, Dublin 15",1 Bed,1 Bath,41 m²,Apartment
"€1,475,000","68 Sandford Road, Ranelagh, Ranelagh, Dublin 6",6 Bed,6 Bath,299 m²,Terrace
"€290,000","14 Emerald Square, Dolphin's Barn, Dublin 8",2 Bed,1 Bath,54 m²,Terrace
"€335,000","60 Drynam Drive, Drynam Hall, Kinsealy, Co. Dublin",3 Bed,3 Bath,110 m²,End of Terrace
"€590,000","56 Churchtown Road Lower, Churchtown, Dublin 14",3 Bed,2 Bath,90 m²,Terrace
"€315,000","1 Cassian Court East, Phelan Avenue, Royal Canal Park, Ashtown, Dublin 15",3 Bed,2 Bath,92 m²,Apartment
"€420,000","5 Castleknock Brook, Laurel Lodge, Castleknock, Dublin 15",3 Bed,2 Bath,89 m²,Terrace
"€230,000","Flat 1B, Bedford Court, Kimmage, Dublin 6W",1 Bed,1 Bath,45 m²,Apartment
"€370,000","Apartment 5, Millfield, Portmarnock, Co. Dublin",2 Bed,2 Bath,882 m²,Apartment
"€725,000","43 Ashfield, Templeogue, Templeogue, Dublin 6W",4 Bed,2 Bath,N/A,Semi-D
"€339,950","91 Briarfield Grove, Kilbarrack, Kilbarrack, Dublin 5",4 Bed,1 Bath,N/A,Terrace
"€290,000","101 Latchford Square, Castaheany, Clonee, Dublin 15",2 Bed,2 Bath,69 m²,Apartment
"€320,000","Apartment 56, The Ash, Parkview, Stepaside, Dublin 18",2 Bed,2 Bath,80 m²,Apartment
"€850,000","17 The Rise Barnhill Road Dalkey, Dalkey, Co. Dublin",4 Bed,2 Bath,120 m²,Bungalow
"€210,000","13 Applewood Close, Applewood, Swords, Co. Dublin",1 Bed,1 Bath,52 m²,Apartment
"€750,000","11 Northumberland Place, Ballsbridge, Ballsbridge, Dublin 4",3 Bed,2 Bath,96 m²,End of Terrace
"€340,000","18 Griffeen Glen Boulevard, Lucan, Co. Dublin",3 Bed,3 Bath,N/A,End of Terrace
"€525,000","104 Clonliffe Road, Drumcondra, Dublin 3",3 Bed,1 Bath,82 m²,Semi-D
"€375,000","13 St. Finbar Road, Cabra West, Dublin 7",3 Bed,1 Bath,N/A,Semi-D
"€395,000","28 Castledawson, Sion Hill, Blackrock, Co. Dublin",2 Bed,1 Bath,62 m²,Apartment
"€725,000","48 Lynwood, Dundrum, Dundrum, Dublin 14",4 Bed,2 Bath,138 m²,Semi-D
"€329,950","Apartment 6, Sycamore, Ballybrack, Co. Dublin",2 Bed,2 Bath,77 m²,Apartment
"€375,000","69 Red Arches Road, Baldoyle, Dublin 13",3 Bed,2 Bath,105 m²,Duplex
"€425,000","43 Hamilton Hill, Skerries, Co. Dublin",3 Bed,2 Bath,N/A,End of Terrace
"€400,000","17 Cathedral View Walk, Dublin 8",3 Bed,1 Bath,81 m²,Terrace
"€275,000","Apartment 1, Cedar Place, Swords, Co. Dublin",2 Bed,2 Bath,75 m²,Apartment
"€2,450,000","21 Pembroke Park Ballsbridge Dublin 4, Ballsbridge, Dublin 4",5 Bed,4 Bath,269 m²,Semi-D
"€325,000","4 Mount Rochford Drive, Balbriggan, Co. Dublin",4 Bed,3 Bath,112 m²,Semi-D
"€360,000","53 Saint John's Well Way, Kilmainham, Kilmainham, Dublin 8",2 Bed,2 Bath,85 m²,Apartment
"€425,000","Apartment 26, Fortwilliam, Blackrock, Co. Dublin",2 Bed,1 Bath,82 m²,Apartment
"€229,950","54 Seagrave Drive, Finglas, Finglas, Dublin 11",2 Bed,2 Bath,54 m²,Apartment
"€335,000","130 Rusheeney View, Clonsilla, Clonsilla, Dublin 15",3 Bed,3 Bath,114 m²,Semi-D
"€199,950","Apartment 47, Moynihan Court, Tallaght, Dublin 24",2 Bed,1 Bath,50 m²,Apartment
"€205,000","59 Alderpark Court, Tallaght, Tallaght, Dublin 24",2 Bed,1 Bath,65 m²,Apartment
"€275,000","4 Maplewood Road, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,82 m²,Terrace
"€475,000","66 Marina Village, Malahide, Co. Dublin",3 Bed,3 Bath,110 m²,Duplex
"€1,125,000","6 Mayfair, Coast Road, Malahide, Co. Dublin",3 Bed,3 Bath,148 m²,End of Terrace
"€495,000","50 Strandville Avenue, North Strand, Dublin 3",3 Bed,1 Bath,86 m²,Terrace
"€475,000","126 Dorney Court, Shankill, Dublin 18",3 Bed,1 Bath,93 m²,Terrace
"€595,000","10 Wolseley Street, Dublin 8",3 Bed,2 Bath,120 m²,Terrace
"€340,000","2, 32 Cook Street, Christchurch, Dublin 8",2 Bed,2 Bath,78 m²,Apartment
"€450,000","1 Drynam Avenue, Kettles Lane, Kinsealy, Co. Dublin",4 Bed,3 Bath,150 m²,End of Terrace
"€1,050,000","16 Railway Cottages, Sandymount, Sandymount, Dublin 4",3 Bed,3 Bath,206 m²,Semi-D
"€245,000","16 Stralem Court, Ongar Park, Ongar, Dublin 15",2 Bed,2 Bath,90 m²,Terrace
"€315,000","12 Monksfield Lawn, Clondalkin, Clondalkin, Dublin 22",4 Bed,2 Bath,116 m²,Semi-D
"€495,000","50 Strandville Avenue, North Strand, North Strand, Dublin 3",3 Bed,1 Bath,86 m²,Terrace
"€685,000","7 Alma Park, Monkstown, Co. Dublin",3 Bed,2 Bath,92 m²,Terrace
"€525,000","40 Westbourne Lodge, Knocklyon, Knocklyon, Dublin 16",3 Bed,2 Bath,104 m²,Semi-D
"€895,000","24 Grand Canal Street Lower, Dublin 2",3 Bed,3 Bath,151 m²,Terrace
"€950,000","55 Whitehall Road, Terenure, Terenure, Dublin 6",5 Bed,3 Bath,260 m²,Detached
"€225,000","Apartment 3, The Sycamores, Clonshaugh, Dublin 17",2 Bed,1 Bath,57 m²,Apartment
"€395,000","15 Bessborough Avenue, D03, Dublin 3",2 Bed,1 Bath,89 m²,Terrace
"€325,000","123 Grace Park Manor, Drumcondra, Dublin 9",1 Bed,2 Bath,78 m²,Apartment
"€340,000","64 Shantalla Road, Beaumont, Dublin 9",3 Bed,2 Bath,92 m²,Terrace
"€3,950,000","Glenart, Glenart, 7 Hillside Drive, Castle Park, Rathfarnham, Dublin 14",7 Bed,10 Bath,740 m²,Detached
"€695,000","83 Pine Valley Avenue Rathfarnham Dublin 16, Rathfarnham, Dublin 16",4 Bed,2 Bath,139 m²,Detached
"€275,000","19 Applewood Avenue East, Swords, Co. Dublin",2 Bed,2 Bath,N/A,Duplex
"€375,000","Apartment 34, Scarlet Row, Dublin 8",2 Bed,1 Bath,N/A,Duplex
"€245,000","48 The Concert Building, Park West Avenue, Park West, Dublin 12",2 Bed,2 Bath,80 m²,Apartment
"€479,000","9 Knockmeenagh Road, Clondalkin, Dublin 22",3 Bed,2 Bath,143 m²,Semi-D
"€580,000","Apartment 13, Block J, Hanover Riverside, Dublin 2",2 Bed,2 Bath,74 m²,Apartment
"€300,000","91 Cherry Garth, Rivervalley, Swords, Co. Dublin",3 Bed,1 Bath,58 m²,Semi-D
"€180,000","Apartment 2, Green View, Blanchardstown, Dublin 15",1 Bed,1 Bath,42 m²,Apartment
"€695,000","5 Sutton Park, Sutton, Sutton, Dublin 13",4 Bed,2 Bath,137 m²,Semi-D
"€495,000","17 Hollystown Park, Hollystown, Dublin 15",3 Bed,3 Bath,195 m²,Detached
"€250,000","1 Thornberry Square, Clonee, Dublin 15",2 Bed,1 Bath,70 m²,Apartment
"€395,000","70 Block A, Smithfield Market, Smithfield, Dublin 7",2 Bed,2 Bath,81 m²,Apartment
"€320,000","43 Glenealy Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,77 m²,Terrace
"€285,000","17 Belfry Square, Citywest, Citywest, Co. Dublin",3 Bed,3 Bath,N/A,Semi-D
"€495,000","5 Gracefield Road, Artane, Artane, Dublin 5",3 Bed,1 Bath,115 m²,End of Terrace
"€365,000","Garryowen, 46 Kilmore Drive, Artane, Dublin 5",3 Bed,2 Bath,104 m²,Semi-D
"€845,000","2, 243 Lower Kilmacud Road, Goatstown, Dublin 14",5 Bed,3 Bath,140 m²,Detached
"€424,950","15 Corbally Heath, Citywest, Co. Dublin",3 Bed,3 Bath,N/A,Semi-D
"€394,950","31 Levmoss Avenue, The Gallops, Leopardstown, Dublin 18",2 Bed,2 Bath,80 m²,Apartment
"€325,000","11C Blessington Lane, Phibsborough, Dublin 7",1 Bed,1 Bath,66 m²,End of Terrace
"€370,000","Apartment 2, Blackthorn Hall, Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",3 Bed,2 Bath,96 m²,Apartment
"€520,000","3 Rathbeale Road, Swords, Co. Dublin",4 Bed,3 Bath,178 m²,Semi-D
"€865,000","6 Melfort, Blackrock, Co. Dublin",4 Bed,4 Bath,174 m²,Terrace
"€399,950","79 Thomas Moore Road, Walkinstown, Dublin 12",3 Bed,1 Bath,N/A,End of Terrace
"€395,000","40 Belfield Park, Blackrock, Co. Dublin",2 Bed,1 Bath,73 m²,Apartment
"€270,000","6 Ashfield Green, Balbriggan, Co. Dublin",3 Bed,3 Bath,93 m²,End of Terrace
"€795,000","Clonford, Windmillhill, Rathcoole, Co. Dublin",5 Bed,3 Bath,279 m²,Bungalow
"€375,000","Apartment 94, Bracken Hill, Sandyford, Dublin 18",3 Bed,2 Bath,100 m²,Apartment
"€249,000","9A Knockmore Drive, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,88 m²,End of Terrace
"€850,000","1 Waterfall Avenue, Richmond Road, Drumcondra, Dublin 3",9 Bed,6 Bath,227 m²,Apartment
"€545,000","1C Havelock Place, Sandymount, Dublin 4",2 Bed,1 Bath,58 m²,Semi-D
"€525,000","52 Hunters Walk, Hunters Wood, Ballycullen, Dublin 24",4 Bed,3 Bath,129 m²,Detached
"€224,950","Apartment 115, Jervis Place, Dublin 1",1 Bed,1 Bath,N/A,Apartment
"€450,000","2 Beechwood Lawns, Rathcoole, Co. Dublin",5 Bed,4 Bath,N/A,Detached
"€249,950","Apartment 36, Liberty Court Apartments, Dublin 8",1 Bed,1 Bath,47 m²,Apartment
"€550,000","7 Mount Eagle Rise, Leopardstown Heights, Leopardstown, Dublin 18",3 Bed,2 Bath,88 m²,Semi-D
"€299,950","44 Brickfield Drive, Crumlin, Crumlin, Dublin 12",3 Bed,1 Bath,N/A,Terrace
"€535,000","25 Sandyford Downs, Sandyford, Sandyford, Dublin 18",3 Bed,2 Bath,117 m²,Terrace
"€300,000","52 Bertram Court, Lamb Alley, Christchurch, Dublin 8",2 Bed,1 Bath,45 m²,Apartment
"€795,000","23 Duncarraig, Sutton, Dublin 13",3 Bed,2 Bath,150 m²,Bungalow
"€1,700,000","4 Eglinton Park, Donnybrook, Dublin 4",5 Bed,3 Bath,225 m²,Terrace
"€415,000","Apartment 4, Churchfields, Clontarf, Dublin 3",1 Bed,1 Bath,58 m²,Apartment
"€545,000","17 Glencairn Lawn, The Gallops, Leopardstown, Dublin 18",3 Bed,2 Bath,85 m²,Semi-D
"€795,000","33A Braemor Avenue, Churchtown, Churchtown, Dublin 14",4 Bed,3 Bath,159 m²,Detached
"€285,000","28 Hunters Hall, Hunters Place, Hunters Wood, Ballycullen, Dublin 16",3 Bed,2 Bath,82 m²,Apartment
"€1,750,000","48 Dartmouth Square East, Ranelagh, Ranelagh, Dublin 6",4 Bed,1 Bath,196 m²,End of Terrace
"€395,000","6 Marino Park Avenue, Fairview, Marino, Dublin 3",3 Bed,1 Bath,93 m²,Terrace
"€325,000","10 Simmons Place, Dublin 1",2 Bed,2 Bath,78 m²,End of Terrace
"€1,150,000","16 The Rise Barnhill Road Dalkey, Dalkey, Co. Dublin",4 Bed,3 Bath,191 m²,Bungalow
"€260,000","131 Oakcourt Drive, Palmerstown, Dublin 20",3 Bed,1 Bath,74 m²,Bungalow
"€495,000","106 Sorrento Road, Dalkey, Co. Dublin",1 Bed,2 Bath,76 m²,Terrace
"€795,000","2 Le Bas Mews, Effra Road, Rathmines, Dublin 6",3 Bed,3 Bath,100 m²,Terrace
"€135,000","Roseville, Skerries Road, Lusk, Co. Dublin",N/A,N/A,N/A,Site
"€525,000","177 Skellig House, Custom House Square, IFSC, Co. Dublin",3 Bed,3 Bath,110 m²,Apartment
"€725,000","24 Elkwood, Rathfarnham, Rathfarnham, Dublin 14",4 Bed,2 Bath,129 m²,Semi-D
"€320,000","Apartment 8, Block A, The Park, Clon Brugh, Stepaside, Dublin 18",2 Bed,2 Bath,71 m²,Apartment
"€524,950","96 Rosemount Estate, Dundrum, Dundrum, Dublin 14",3 Bed,2 Bath,117 m²,Semi-D
"€850,000","Shamrock lodgeBarnhill Ave, Dalkey, Co. Dublin",N/A,N/A,N/A,Site
"€395,000","107 Shelmartin Avenue, Marino, Marino, Dublin 3",3 Bed,1 Bath,N/A,Terrace
"€298,000","105 Parkgate Place, Parkgate Street, Islandbridge, Dublin 8",1 Bed,1 Bath,50 m²,Apartment
"€270,000","15 Sundale Road, Tallaght, Dublin 24",3 Bed,1 Bath,N/A,Semi-D
"€185,000","1 Cedar Brook Way, Cherry Orchard, Cherry Orchard, Dublin 22",1 Bed,1 Bath,51 m²,Apartment
"€245,000","41 Aran Court, Blanchardstown, Blanchardstown, Dublin 15",2 Bed,2 Bath,75 m²,Apartment
"€195,000","Apartment 31, Hannah Square, Lucan, Co. Dublin",1 Bed,1 Bath,55 m²,Apartment
"€290,000","20D Rathborne Way, Ashtown, Ashtown, Dublin 15",2 Bed,2 Bath,75 m²,Apartment
"€275,000","Apartment 198, Block 4, Parklands, Northwood, Santry, Dublin 9",2 Bed,2 Bath,N/A,Apartment
"€1,225,000","26 Adelaide Street, Dun Laoghaire, Co. Dublin",10 Bed,10 Bath,280 m²,Terrace
"€495,000","6 Courtlands, Cabinteely, Cabinteely, Dublin 18",3 Bed,1 Bath,87 m²,Terrace
"€895,000","The Gate Lodge, 100 Mount Merrion Ave Blackrock, Blackrock, Co. Dublin",3 Bed,2 Bath,112 m²,Bungalow
"€950,000","1 Orchardstown House Washington Lane Rathfarnham Dublin 14, Rathfarnham, Dublin 14",4 Bed,3 Bath,N/A,Semi-D
"€325,000","48 Yellow Meadows Drive, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,76 m²,Semi-D
"€285,000","32 Cherry House, Mespil Estate, Ballsbridge, Dublin 4",1 Bed,1 Bath,34 m²,Apartment
"€415,000","The Manor, 3 Crumlin Village, Crumlin, Dublin 12",4 Bed,2 Bath,105 m²,Semi-D
"€445,000","97 Grianan Fidh, Aiken's Village, Sandyford, Dublin 18",3 Bed,3 Bath,87 m²,Terrace
"€725,000","323 Howth Road, Raheny, Dublin 5",5 Bed,2 Bath,136 m²,Semi-D
"€385,000","34 Great Western Villas, Phibsborough, Dublin 7",2 Bed,1 Bath,62 m²,Terrace
"€235,000","Apartment 32, Discovery, Ashtown, Dublin 15",1 Bed,1 Bath,49 m²,Apartment
"€275,000","45 Parkgate Place, Islandbridge, Dublin 8",1 Bed,1 Bath,50 m²,Apartment
"€485,000","Apartment 20, Cedar Hall, Millbrook Court, Milltown, Dublin 6",2 Bed,2 Bath,89 m²,Apartment
"€595,000","47a Sycamore Avenue, Castleknock, Dublin 15",3 Bed,3 Bath,96 m²,Detached
"€525,000","20 Fitzwilliam Point, Ringsend, Dublin 4",2 Bed,2 Bath,80 m²,Apartment
"€725,000","50 Deerpark Road, Mount Merrion, Co. Dublin",3 Bed,2 Bath,105 m²,Semi-D
"€424,950","Apartment 73, Shanagarry, Milltown, Dublin 6",2 Bed,1 Bath,N/A,Apartment
"€295,000","16 Silken Park Lane, Kingswood, Citywest, Co. Dublin",3 Bed,2 Bath,84 m²,Semi-D
"€210,000","Apartment 66, Castle Mill, Balbriggan, Co. Dublin",2 Bed,2 Bath,65 m²,Apartment
"€450,000","87 Bushy Park House, Terenure, Dublin 6W",2 Bed,2 Bath,75 m²,Apartment
"€210,000","1 Beaconsfield Court, Inchicore Road, Kilmainham, Dublin 8",1 Bed,1 Bath,41 m²,Apartment
"€460,000","Ballaghstown, Lusk, Co. Dublin",8 Bed,2 Bath,640 m²,Bungalow
"€349,950","54 Niall Street, Stoneybatter, Dublin 7",2 Bed,1 Bath,N/A,Detached
"€195,000","5 Rosedale Close, Clonee, Clonee, Dublin 15",1 Bed,1 Bath,51 m²,Apartment
"€735,000","22 Dominick Street Lower, Dublin 1, Dublin 1",10 Bed,10 Bath,372 m²,Terrace
"€425,000","Apartment 82, Southmede, Ballinteer Road, Dundrum, Dublin 14",2 Bed,2 Bath,67 m²,Apartment
"€325,000","18 Liffey Vale, Liffey Valley Park, Lucan, Co. Dublin",3 Bed,3 Bath,94 m²,Terrace
"€450,000","4 The Courtyard, Grant's Row, Off Lower Mount Street, Dublin 2",2 Bed,1 Bath,73 m²,Apartment
"€415,000","12 Maryland, Beechfield Haven, Shankill, Dublin 18",2 Bed,1 Bath,65 m²,Bungalow
"€465,000","6 The Tides, South Strand, Skerries, Co. Dublin",2 Bed,1 Bath,70 m²,Apartment
"€225,000","17 Ceol Na Mara, Rush, Co. Dublin",2 Bed,1 Bath,68 m²,Apartment
"€1,250,000","78 Lower Leeson Street South City Centre Dublin 2, Dublin 2",9 Bed,9 Bath,350 m²,Terrace
"€595,000","32 Cremore Lawns Glasnevin Dublin 11, Glasnevin, Dublin 11",4 Bed,1 Bath,118 m²,Semi-D
"€295,000","122 Briarfield Road, Kilbarrack, Dublin 5",3 Bed,1 Bath,74 m²,Terrace
"€1,450,000","Apartment 6, Park Springs, Navan Road (D7), Dublin 7",8 Bed,6 Bath,N/A,Apartment
"€1,450,000","BROCK ART STUDIO, 17 Carysfort Avenue, Blackrock, Co. Dublin",4 Bed,2 Bath,280 m²,End of Terrace
"€585,000","8 Ennafort Drive, Raheny, Dublin 5",4 Bed,2 Bath,122 m²,Semi-D
"€650,000","1, 2 & 3 Hunters Haven, Ballycullen, Dublin 16",4 Bed,3 Bath,N/A,Semi-D
"€395,000","Apartment 20, Le Hunt House, Brennanstown Square, Cabinteely, Dublin 18",2 Bed,2 Bath,81 m²,Apartment
"€625,000","4 Kilbride Road, Killester, Killester, Dublin 5",3 Bed,3 Bath,121 m²,Semi-D
"€345,000","197 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",1 Bed,1 Bath,40 m²,Apartment
"€285,000","Apartment 34, Gloucester Square, Dublin 1",1 Bed,1 Bath,55 m²,Apartment
"€460,000","28 Ratra Road, Navan Road, Dublin 7",3 Bed,1 Bath,100 m²,Terrace
"€260,000","16 Hampton Wood Way, Saint Margaret's Road, Finglas, Dublin 11",2 Bed,2 Bath,76 m²,Terrace
"€385,000","87 Adare Road, Coolock, Dublin 5",3 Bed,2 Bath,110 m²,Semi-D
"€450,000","140A The Maples, Bird Avenue, Clonskeagh, Dublin 14",2 Bed,1 Bath,71 m²,Terrace
"€245,000","30, Cammock , Kilmainham, Dublin 8",1 Bed,1 Bath,42 m²,Apartment
"€425,000","17 Park Street, Clongriffin, Dublin 13",3 Bed,2 Bath,140 m²,End of Terrace
"€795,000","6 Hilton Mews, Harcourt Terrace, Dublin 2",3 Bed,3 Bath,138 m²,Terrace
"€500,000","Gamma, 2 Crosthwaite Park South, Dun Laoghaire, Co. Dublin",3 Bed,2 Bath,92 m²,Apartment
"€615,000","16 Templeroan Park, Templeogue, Knocklyon, Dublin 16",4 Bed,2 Bath,135 m²,Semi-D
"€895,000","3 Cairnfort, Stepaside, Stepaside, Dublin 18",4 Bed,3 Bath,200 m²,Detached
"€375,000","Apartment 106, The Cubes 1, Sandyford, Dublin 18",2 Bed,2 Bath,63 m²,Apartment
"€295,000","Rear Of 89 Drogheda Street, Balbriggan, Co. Dublin",2 Bed,2 Bath,94 m²,Detached
"€895,000","46 Priory Avenue Blackrock, Blackrock, Co. Dublin",4 Bed,2 Bath,140 m²,Semi-D
"€375,000","3 Haydens Park View, Lucan, Co. Dublin",3 Bed,3 Bath,100 m²,Semi-D
"€270,000","26 Esker Drive, Lucan, Co. Dublin",2 Bed,1 Bath,78 m²,End of Terrace
"€950,000","Glenwood, Glenwood, 52 Howth Road, Clontarf, D03KN30, Dublin 3",5 Bed,2 Bath,183 m²,Semi-D
"€875,000","87 The Pines, Castleknock, Castleknock, Dublin 15",4 Bed,3 Bath,149 m²,Detached
"€375,000","Woodview House, 586 Woodview Cottages, Rathfarnham, Dublin 14",2 Bed,1 Bath,N/A,Terrace
"€365,000","2 Boolavogue Road, East Wall, East Wall, Dublin 3",2 Bed,1 Bath,68 m²,Semi-D
"€225,000","Apartment 56, Core E, Lucan, Co. Dublin",2 Bed,2 Bath,66 m²,Apartment
"€350,000","5 Kiltalown Cottages, Jobstown, Jobstown, Dublin 24",N/A,N/A,N/A,Site
"€425,000","113 Philomena Terrace, Stella Gardens, Irishtown, Dublin 4",2 Bed,1 Bath,73 m²,Terrace
"€425,000","13 Shanvarna Road, Whitehall, Dublin 9",3 Bed,1 Bath,100 m²,Terrace
"€695,000","16A Castleknock Dale, Laurel Lodge, Castleknock, Dublin 15",4 Bed,2 Bath,127 m²,Detached
"€235,000","8 Christchurch Hall, Christchurch, High Street, Dublin 8",1 Bed,1 Bath,N/A,Apartment
"€795,000","300 Clontarf Road, Clontarf, Dublin 3",4 Bed,2 Bath,153 m²,Semi-D
"€445,000","225 Richmond Court, Richmond Avenue South, Dartry, Dublin 6",2 Bed,1 Bath,71 m²,Apartment
"€260,000","Apartment 27, The Iona, Prospect Hill, Finglas, Dublin 11",2 Bed,2 Bath,67 m²,Duplex
"€575,000","13 Woodstown Dale, Knocklyon, Knocklyon, Dublin 16",4 Bed,3 Bath,1636 m²,Semi-D
"€349,950","Apartment 47, Block B, The Courtyard, Dublin 1",2 Bed,2 Bath,N/A,Apartment
"€1,500,000","26 Mountpleasant Square, Ranelagh, Ranelagh, Dublin 6",3 Bed,3 Bath,200 m²,Terrace
"€295,000","69 Seskin View Road, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,N/A,Terrace
"€395,000","23 The Willows, Glasnevin, Glasnevin, Dublin 11",3 Bed,2 Bath,124 m²,Terrace
"€1,650,000","4 Waterloo Road, Ballsbridge, Ballsbridge, Dublin 4",5 Bed,3 Bath,300 m²,Terrace
"€280,000","63 Kirwan Street Cottages, Stoneybatter, Dublin 7",2 Bed,1 Bath,40 m²,Terrace
"€350,000","Apartment 76, Block C1, Belgrove Park, Clontarf, Dublin 3",2 Bed,1 Bath,69 m²,Apartment
"€795,000","27 Blackberry Hill, Carrickmines, Dublin 18",5 Bed,4 Bath,N/A,Semi-D
"€425,000","6 Beech Walk, Brookwood, Rathfarnham, Dublin 14",2 Bed,1 Bath,70 m²,Semi-D
"€235,000","28 Saint Aongus Lawn, Tallaght, Dublin 24",3 Bed,1 Bath,N/A,Terrace
"€395,000","6 Griffeen Glen Avenue, Lucan, Co. Dublin",3 Bed,3 Bath,130 m²,Semi-D
"€335,000","19 Fitzwilliam Court Ranelagh Dublin 6, Ranelagh, Dublin 6",1 Bed,1 Bath,50 m²,Apartment
"€245,000","55 Holywell Crescent North, Swords, Co. Dublin",2 Bed,1 Bath,N/A,Apartment
"€255,000","136 Fortunes Lawn, Citywest, Citywest, Co. Dublin",2 Bed,2 Bath,77 m²,Apartment
"€375,000","Apartment 203, Block B, Hampton Lodge, Grace Park Road, Drumcondra, Dublin 3",2 Bed,2 Bath,71 m²,Apartment
"€250,000","Apartment 103, Block 3, Parklands, Northwood, Santry, Dublin 9",2 Bed,2 Bath,65 m²,Apartment
"€295,000","7a Smithfield Market, Smithfield, Dublin 7",1 Bed,1 Bath,60 m²,Apartment
"€350,000","67 Saint Mary's Road North, East Wall, Dublin 3",3 Bed,1 Bath,92 m²,Terrace
"€495,000","Apartment 601, Longboat Quay North Apartments, Longboat Quay North Apartments, Dublin 2",2 Bed,2 Bath,77 m²,Apartment
"€485,000","42 Stapolin Lawns, Baldoyle, Dublin 13",3 Bed,1 Bath,102 m²,Semi-D
"€310,000","3 St James Avenue, Drumcondra, D03, Dublin 3",4 Bed,2 Bath,87 m²,Apartment
"€250,000","112 Kylemore Drive, Ballyfermot, Dublin 10",2 Bed,1 Bath,66 m²,Terrace
"€475,000","4 Rathborne Walk, Royal Canal Park, Ashtown, Dublin 15",3 Bed,3 Bath,115 m²,Terrace
"€285,000","44 Avonbeg Gardens, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,88 m²,Terrace
"€365,000","33 Walkinstown Park, Walkinstown, Walkinstown, Dublin 12",3 Bed,2 Bath,89 m²,End of Terrace
"€895,000","35 Lindsay Road, Glasnevin, Glasnevin, Dublin 11",3 Bed,2 Bath,149 m²,Semi-D
"€330,000","28 Ministers Road, Lusk, Co. Dublin",3 Bed,2 Bath,98 m²,Semi-D
"€300,000","24 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",3 Bed,3 Bath,94 m²,Duplex
"€499,950","1C Old Hayestown, Rush, Co. Dublin",5 Bed,4 Bath,185 m²,Detached
