,Price,Address,Beds,Baths,Footage,Property_Type_1.0,Property_Type_4.0,Property_Type_3.0,Property_Type_2.0,Property_Type_5.0,Property_Type_6.0
0,0.058734939759036146,0.8134715025906736,0.08695652173913043,0.06666666666666667,0.06257668711656442,1.0,0.0,0.0,0.0,0.0,0.0
1,0.058734939759036146,0.1917098445595855,0.08695652173913043,0.06666666666666667,0.10368098159509202,1.0,0.0,0.0,0.0,0.0,0.0
2,0.013554216867469882,0.07512953367875641,0.043478260869565216,0.0,0.028220858895705525,0.0,1.0,0.0,0.0,0.0,0.0
3,0.02786144578313253,0.4248704663212435,0.08695652173913043,0.13333333333333336,0.06380368098159508,1.0,0.0,0.0,0.0,0.0,0.0
4,0.06701807228915663,0.2765544041450777,0.13043478260869565,0.2,0.07607361963190185,0.0,0.0,1.0,0.0,0.0,0.0
5,0.012801204819277108,0.2823834196891192,0.043478260869565216,0.0,0.033128834355828224,0.0,0.0,0.0,1.0,0.0,0.0
6,0.11144578313253015,0.1917098445595855,0.13043478260869565,0.13333333333333336,0.10306748466257669,0.0,0.0,0.0,0.0,1.0,0.0
7,0.06927710843373494,0.3082901554404145,0.17391304347826086,0.06666666666666667,0.0852760736196319,0.0,1.0,0.0,0.0,0.0,0.0
8,0.1566265060240964,0.9300518134715026,0.13043478260869565,0.0,0.09754601226993866,0.0,1.0,0.0,0.0,0.0,0.0
9,0.03237951807228916,0.9041450777202074,0.043478260869565216,0.06666666666666667,0.03680981595092025,0.0,0.0,0.0,1.0,0.0,0.0
10,0.35240963855421686,0.4248704663212435,0.21739130434782608,0.2,0.22085889570552147,0.0,0.0,0.0,0.0,0.0,1.0
11,0.07756024096385541,0.9041450777202074,0.13043478260869565,0.06666666666666667,0.09325153374233129,1.0,0.0,0.0,0.0,0.0,0.0
12,0.2394578313253012,0.1917098445595855,0.21739130434782608,0.4666666666666667,0.1374233128834356,0.0,0.0,0.0,0.0,0.0,1.0
13,0.04367469879518073,0.1917098445595855,0.043478260869565216,0.0,0.053987730061349694,0.0,1.0,0.0,0.0,0.0,0.0
14,0.048945783132530125,0.07512953367875641,0.08695652173913043,0.06666666666666667,0.0705521472392638,1.0,0.0,0.0,0.0,0.0,0.0
15,0.028606927710843374,0.25129533678756477,0.08695652173913043,0.0,0.04601226993865031,0.0,1.0,0.0,0.0,0.0,0.0
16,0.035391566265060244,0.9300518134715026,0.043478260869565216,0.06666666666666667,0.04233128834355829,0.0,0.0,0.0,1.0,0.0,0.0
17,0.18674698795180725,0.9300518134715026,0.08695652173913043,0.13333333333333336,0.10061349693251534,1.0,0.0,0.0,0.0,0.0,0.0
18,0.058734939759036146,0.4248704663212435,0.13043478260869565,0.0,0.07730061349693251,0.0,0.0,0.0,0.0,0.0,1.0
19,0.09563253012048192,0.25129533678756477,0.043478260869565216,0.06666666666666667,0.07177914110429448,0.0,1.0,0.0,0.0,0.0,0.0
20,0.017319277108433735,0.24352331606217614,0.08695652173913043,0.0,0.046625766871165646,0.0,1.0,0.0,0.0,0.0,0.0
21,0.08057228915662651,0.3082901554404145,0.13043478260869565,0.06666666666666667,0.07361963190184048,0.0,1.0,0.0,0.0,0.0,0.0
22,0.04668674698795181,0.2629533678756477,0.08695652173913043,0.0,0.05644171779141105,0.0,1.0,0.0,0.0,0.0,0.0
23,0.038403614457831324,0.9300518134715026,0.043478260869565216,0.0,0.04233128834355829,0.0,0.0,0.0,0.0,1.0,0.0
24,0.0572289156626506,0.3341968911917098,0.08695652173913043,0.06666666666666667,0.046625766871165646,0.0,0.0,0.0,1.0,0.0,0.0
25,0.018825301204819275,0.2823834196891192,0.08695652173913043,0.0,0.04785276073619632,1.0,0.0,0.0,0.0,0.0,0.0
26,0.04367469879518073,0.9300518134715026,0.043478260869565216,0.06666666666666667,0.05030674846625767,0.0,0.0,0.0,1.0,0.0,0.0
27,0.05045180722891567,0.1917098445595855,0.13043478260869565,0.06666666666666667,0.07730061349693251,1.0,0.0,0.0,0.0,0.0,0.0
28,0.035391566265060244,0.3082901554404145,0.08695652173913043,0.0,0.04049079754601227,0.0,0.0,0.0,0.0,1.0,0.0
29,0.020331325301204822,0.2823834196891192,0.08695652173913043,0.06666666666666667,0.051533742331288344,1.0,0.0,0.0,0.0,0.0,0.0
30,0.018825301204819275,0.15025906735751293,0.043478260869565216,0.0,0.0343558282208589,0.0,0.0,0.0,1.0,0.0,0.0
31,0.045933734939759045,0.705958549222798,0.043478260869565216,0.06666666666666667,0.06871165644171778,0.0,0.0,0.0,1.0,0.0,0.0
32,0.04367469879518073,0.25129533678756477,0.043478260869565216,0.06666666666666667,0.0392638036809816,0.0,1.0,0.0,0.0,0.0,0.0
33,0.058734939759036146,0.3341968911917098,0.043478260869565216,0.06666666666666667,0.04171779141104295,0.0,0.0,0.0,1.0,0.0,0.0
34,0.18599397590361447,0.9300518134715026,0.17391304347826086,0.13333333333333336,0.1521472392638037,0.0,0.0,0.0,0.0,1.0,0.0
35,0.6912650602409639,0.705958549222798,0.17391304347826086,0.2,0.2503067484662577,0.0,0.0,0.0,0.0,0.0,1.0
36,0.04066265060240964,0.705958549222798,0.08695652173913043,0.0,0.04785276073619632,0.0,1.0,0.0,0.0,0.0,0.0
37,0.11822289156626509,0.9300518134715026,0.13043478260869565,0.13333333333333336,0.09325153374233129,0.0,1.0,0.0,0.0,0.0,0.0
38,0.015813253012048195,0.4248704663212435,0.043478260869565216,0.06666666666666667,0.05030674846625767,0.0,0.0,0.0,1.0,0.0,0.0
39,0.054969879518072286,0.3082901554404145,0.043478260869565216,0.0,0.03987730061349694,0.0,1.0,0.0,0.0,0.0,0.0
40,0.08885542168674698,0.1917098445595855,0.08695652173913043,0.06666666666666667,0.07423312883435583,1.0,0.0,0.0,0.0,0.0,0.0
41,0.02484939759036145,0.2823834196891192,0.08695652173913043,0.06666666666666667,0.0705521472392638,0.0,0.0,0.0,1.0,0.0,0.0
42,0.03237951807228916,0.2823834196891192,0.08695652173913043,0.13333333333333336,0.057668711656441725,1.0,0.0,0.0,0.0,0.0,0.0
43,0.035391566265060244,0.48445595854922274,0.08695652173913043,0.13333333333333336,0.060122699386503074,0.0,0.0,0.0,1.0,0.0,0.0
44,0.42771084337349397,1.0,0.17391304347826086,0.2,0.20552147239263804,0.0,1.0,0.0,0.0,0.0,0.0
45,0.06475903614457831,0.2823834196891192,0.08695652173913043,0.13333333333333336,0.06257668711656442,1.0,0.0,0.0,0.0,0.0,0.0
46,0.02484939759036145,0.2629533678756477,0.043478260869565216,0.06666666666666667,0.03987730061349694,0.0,0.0,0.0,0.0,1.0,0.0
47,0.0625,0.6839378238341969,0.08695652173913043,0.0,0.057668711656441725,1.0,0.0,0.0,0.0,0.0,0.0
48,0.07228915662650603,0.705958549222798,0.13043478260869565,0.2,0.08834355828220859,1.0,0.0,0.0,0.0,0.0,0.0
49,0.028614457831325303,0.48445595854922274,0.08695652173913043,0.13333333333333336,0.06073619631901841,0.0,0.0,0.0,0.0,1.0,0.0
50,0.013554216867469882,0.2823834196891192,0.043478260869565216,0.0,0.036196319018404914,0.0,0.0,0.0,1.0,0.0,0.0
51,0.09563253012048192,0.1917098445595855,0.17391304347826086,0.0,0.09631901840490797,0.0,0.0,0.0,0.0,1.0,0.0
52,0.04962349397590362,0.9041450777202074,0.043478260869565216,0.06666666666666667,0.049693251533742336,0.0,0.0,0.0,1.0,0.0,0.0
53,0.46536144578313254,1.0,0.17391304347826086,0.33333333333333337,0.2245398773006135,0.0,0.0,0.0,0.0,0.0,1.0
54,0.020331325301204822,0.48445595854922274,0.08695652173913043,0.0,0.044171779141104296,0.0,1.0,0.0,0.0,0.0,0.0
55,0.02635542168674699,1.0,0.043478260869565216,0.0,0.04049079754601227,0.0,0.0,0.0,1.0,0.0,0.0
56,0.09864457831325302,1.0,0.08695652173913043,0.13333333333333336,0.055214723926380375,0.0,1.0,0.0,0.0,0.0,0.0
57,0.05798192771084338,0.07512953367875641,0.13043478260869565,0.06666666666666667,0.10061349693251534,1.0,0.0,0.0,0.0,0.0,0.0
58,0.1829819277108434,0.4248704663212435,0.17391304347826086,0.06666666666666667,0.11042944785276074,0.0,0.0,1.0,0.0,0.0,0.0
