,Price,Dublin_Area_25.0,Dublin_Area_9.0,Dublin_Area_11.0,Dublin_Area_13.0,Dublin_Area_20.0,Dublin_Area_15.0,Dublin_Area_7.0,Dublin_Area_6.0,Dublin_Area_14.0,Dublin_Area_8.0,Dublin_Area_24.0,Dublin_Area_12.0,Dublin_Area_2.0,Dublin_Area_1.0,Dublin_Area_18.0,Dublin_Area_3.0,Dublin_Area_4.0,Dublin_Area_16.0,Dublin_Area_17.0,Dublin_Area_5.0,Dublin_Area_22.0,Dublin_Area_10.0,Beds,Baths,Footage,Property_Type_1.0,Property_Type_4.0,Property_Type_3.0,Property_Type_2.0,Property_Type_5.0,Property_Type_6.0
20,-0.9653614457831324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.9067484662576687,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
21,-0.8388554216867469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.8666666666666667,-0.852760736196319,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
22,-0.9066265060240963,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.8871165644171779,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
23,-0.9231927710843373,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-1.0,-0.9153374233128834,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
24,-0.8855421686746987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.9067484662576687,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
25,-0.9623493975903614,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.9042944785276074,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,-0.9126506024096385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.8993865030674846,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
27,-0.8990963855421685,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.8666666666666667,-0.845398773006135,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,-0.9292168674698794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.9190184049079754,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29,-0.9593373493975903,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8969325153374232,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,-0.9623493975903614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-1.0,-0.9312883435582822,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
31,-0.9081325301204819,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.8625766871165643,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
32,-0.9126506024096385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.9214723926380368,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
33,-0.8825301204819276,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.916564417177914,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
34,-0.628012048192771,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-0.7333333333333333,-0.6957055214723926,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
35,0.3825301204819278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-0.6,-0.49938650306748456,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
36,-0.9186746987951806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.9042944785276074,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
37,-0.7635542168674698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.7333333333333333,-0.8134969325153374,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
38,-0.9683734939759036,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.8993865030674846,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
39,-0.8900602409638554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-1.0,-0.920245398773006,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
40,-0.8222891566265059,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8515337423312883,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
41,-0.950301204819277,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8588957055214723,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
42,-0.9352409638554217,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.7333333333333333,-0.8846625766871166,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,-0.9292168674698794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.7333333333333333,-0.8797546012269938,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
44,-0.14457831325301196,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-0.6,-0.5889570552147239,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
45,-0.8704819277108433,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.7333333333333333,-0.8748466257668711,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46,-0.950301204819277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.920245398773006,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
47,-0.8749999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.8846625766871166,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,-0.8554216867469879,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.6,-0.8233128834355827,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
49,-0.9427710843373494,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.7333333333333333,-0.8785276073619631,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
50,-0.9728915662650601,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-1.0,-0.9276073619631902,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
51,-0.8087349397590361,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-1.0,-0.807361963190184,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
52,-0.9007530120481927,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.9006134969325152,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
53,-0.0692771084337348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-0.33333333333333326,-0.5509202453987729,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
54,-0.9593373493975903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.9116564417177914,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
55,-0.9472891566265059,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-1.0,-0.9190184049079754,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
56,-0.8027108433734939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.7333333333333333,-0.8895705521472392,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
57,-0.8840361445783131,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.8666666666666667,-0.7987730061349693,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,-0.6340361445783131,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-0.8666666666666667,-0.7791411042944785,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
59,-0.9653614457831324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-1.0,-0.8969325153374232,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
60,-0.9608433734939759,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.9226993865030675,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
61,-0.9683734939759036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9130434782608695,-1.0,-0.9411042944785275,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
62,-0.7018072289156625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.8666666666666667,-0.7361963190184049,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
63,-0.7484939759036144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.7333333333333333,-0.8208588957055214,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
64,-0.8689759036144578,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8846625766871166,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
65,-0.8719879518072289,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6521739130434783,-0.7333333333333333,-0.8269938650306747,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
66,-0.8237951807228915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-0.8666666666666667,-0.8343558282208589,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
67,-0.8298192771084336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8846625766871166,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
68,-0.9292168674698794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7391304347826086,-1.0,-0.8981595092024539,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
69,-0.9683734939759036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8822085889570552,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
70,-0.9081325301204819,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-0.8666666666666667,-0.8993865030674846,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
71,-0.8719879518072289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.826086956521739,-1.0,-0.8748466257668711,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
72,-0.8689759036144578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9130434782608695,-0.8666666666666667,-0.9214723926380368,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
